premise,conclusion,item,category,blankpredicate,predicate_id,argument_id
Wrens love wugs.,All birds love wugs.,wren,bird,love,5,1
Wrens love feps.,All birds love feps.,wren,bird,love,5,2
Wrens love blickets.,All birds love blickets.,wren,bird,love,5,3
Wrens love jabberwocks.,All birds love jabberwocks.,wren,bird,love,5,4
Wrens love toves.,All birds love toves.,wren,bird,love,5,5
Wrens have wugs.,All birds have wugs.,wren,bird,have,6,1
Wrens have feps.,All birds have feps.,wren,bird,have,6,2
Wrens have blickets.,All birds have blickets.,wren,bird,have,6,3
Wrens have jabberwocks.,All birds have jabberwocks.,wren,bird,have,6,4
Wrens have toves.,All birds have toves.,wren,bird,have,6,5
Finches can dax.,All birds can dax.,finch,bird,can,1,1
Finches can wif.,All birds can wif.,finch,bird,can,1,2
Finches can blick.,All birds can blick.,finch,bird,can,1,3
Finches can gyre.,All birds can gyre.,finch,bird,can,1,4
Finches can gimble.,All birds can gimble.,finch,bird,can,1,5
Finches can be daxed.,All birds can be daxed.,finch,bird,can be,2,1
Finches can be wiffed.,All birds can be wiffed.,finch,bird,can be,2,2
Finches can be blicked.,All birds can be blicked.,finch,bird,can be,2,3
Finches can be gyred.,All birds can be gyred.,finch,bird,can be,2,4
Finches can be gimbled.,All birds can be gimbled.,finch,bird,can be,2,5
Finches are beamish.,All birds are beamish.,finch,bird,are,3,1
Finches are slithy.,All birds are slithy.,finch,bird,are,3,2
Finches are mimsy.,All birds are mimsy.,finch,bird,are,3,3
Finches are vorpal.,All birds are vorpal.,finch,bird,are,3,4
Finches are frabjous.,All birds are frabjous.,finch,bird,are,3,5
Finches use a wug.,All birds use a wug.,finch,bird,use a,4,1
Finches use a fep.,All birds use a fep.,finch,bird,use a,4,2
Finches use a blicket.,All birds use a blicket.,finch,bird,use a,4,3
Finches use a jabberwock.,All birds use a jabberwock.,finch,bird,use a,4,4
Finches use a tove.,All birds use a tove.,finch,bird,use a,4,5
Finches love wugs.,All birds love wugs.,finch,bird,love,5,1
Finches love feps.,All birds love feps.,finch,bird,love,5,2
Finches love blickets.,All birds love blickets.,finch,bird,love,5,3
Finches love jabberwocks.,All birds love jabberwocks.,finch,bird,love,5,4
Finches love toves.,All birds love toves.,finch,bird,love,5,5
Finches have wugs.,All birds have wugs.,finch,bird,have,6,1
Finches have feps.,All birds have feps.,finch,bird,have,6,2
Finches have blickets.,All birds have blickets.,finch,bird,have,6,3
Finches have jabberwocks.,All birds have jabberwocks.,finch,bird,have,6,4
Finches have toves.,All birds have toves.,finch,bird,have,6,5
Starlings can dax.,All birds can dax.,starling,bird,can,1,1
Starlings can wif.,All birds can wif.,starling,bird,can,1,2
Starlings can blick.,All birds can blick.,starling,bird,can,1,3
Starlings can gyre.,All birds can gyre.,starling,bird,can,1,4
Starlings can gimble.,All birds can gimble.,starling,bird,can,1,5
Starlings can be daxed.,All birds can be daxed.,starling,bird,can be,2,1
Starlings can be wiffed.,All birds can be wiffed.,starling,bird,can be,2,2
Starlings can be blicked.,All birds can be blicked.,starling,bird,can be,2,3
Starlings can be gyred.,All birds can be gyred.,starling,bird,can be,2,4
Starlings can be gimbled.,All birds can be gimbled.,starling,bird,can be,2,5
Starlings are beamish.,All birds are beamish.,starling,bird,are,3,1
Starlings are slithy.,All birds are slithy.,starling,bird,are,3,2
Starlings are mimsy.,All birds are mimsy.,starling,bird,are,3,3
Starlings are vorpal.,All birds are vorpal.,starling,bird,are,3,4
Starlings are frabjous.,All birds are frabjous.,starling,bird,are,3,5
Starlings use a wug.,All birds use a wug.,starling,bird,use a,4,1
Starlings use a fep.,All birds use a fep.,starling,bird,use a,4,2
Starlings use a blicket.,All birds use a blicket.,starling,bird,use a,4,3
Starlings use a jabberwock.,All birds use a jabberwock.,starling,bird,use a,4,4
Starlings use a tove.,All birds use a tove.,starling,bird,use a,4,5
Starlings love wugs.,All birds love wugs.,starling,bird,love,5,1
Starlings love feps.,All birds love feps.,starling,bird,love,5,2
Starlings love blickets.,All birds love blickets.,starling,bird,love,5,3
Starlings love jabberwocks.,All birds love jabberwocks.,starling,bird,love,5,4
Starlings love toves.,All birds love toves.,starling,bird,love,5,5
Starlings have wugs.,All birds have wugs.,starling,bird,have,6,1
Starlings have feps.,All birds have feps.,starling,bird,have,6,2
Starlings have blickets.,All birds have blickets.,starling,bird,have,6,3
Starlings have jabberwocks.,All birds have jabberwocks.,starling,bird,have,6,4
Starlings have toves.,All birds have toves.,starling,bird,have,6,5
Cardinals can dax.,All birds can dax.,cardinal,bird,can,1,1
Cardinals can wif.,All birds can wif.,cardinal,bird,can,1,2
Cardinals can blick.,All birds can blick.,cardinal,bird,can,1,3
Cardinals can gyre.,All birds can gyre.,cardinal,bird,can,1,4
Cardinals can gimble.,All birds can gimble.,cardinal,bird,can,1,5
Cardinals can be daxed.,All birds can be daxed.,cardinal,bird,can be,2,1
Cardinals can be wiffed.,All birds can be wiffed.,cardinal,bird,can be,2,2
Cardinals can be blicked.,All birds can be blicked.,cardinal,bird,can be,2,3
Cardinals can be gyred.,All birds can be gyred.,cardinal,bird,can be,2,4
Cardinals can be gimbled.,All birds can be gimbled.,cardinal,bird,can be,2,5
Cardinals are beamish.,All birds are beamish.,cardinal,bird,are,3,1
Cardinals are slithy.,All birds are slithy.,cardinal,bird,are,3,2
Cardinals are mimsy.,All birds are mimsy.,cardinal,bird,are,3,3
Cardinals are vorpal.,All birds are vorpal.,cardinal,bird,are,3,4
Cardinals are frabjous.,All birds are frabjous.,cardinal,bird,are,3,5
Cardinals use a wug.,All birds use a wug.,cardinal,bird,use a,4,1
Cardinals use a fep.,All birds use a fep.,cardinal,bird,use a,4,2
Cardinals use a blicket.,All birds use a blicket.,cardinal,bird,use a,4,3
Cardinals use a jabberwock.,All birds use a jabberwock.,cardinal,bird,use a,4,4
Cardinals use a tove.,All birds use a tove.,cardinal,bird,use a,4,5
Cardinals love wugs.,All birds love wugs.,cardinal,bird,love,5,1
Cardinals love feps.,All birds love feps.,cardinal,bird,love,5,2
Cardinals love blickets.,All birds love blickets.,cardinal,bird,love,5,3
Cardinals love jabberwocks.,All birds love jabberwocks.,cardinal,bird,love,5,4
Cardinals love toves.,All birds love toves.,cardinal,bird,love,5,5
Cardinals have wugs.,All birds have wugs.,cardinal,bird,have,6,1
Cardinals have feps.,All birds have feps.,cardinal,bird,have,6,2
Cardinals have blickets.,All birds have blickets.,cardinal,bird,have,6,3
Cardinals have jabberwocks.,All birds have jabberwocks.,cardinal,bird,have,6,4
Cardinals have toves.,All birds have toves.,cardinal,bird,have,6,5
Eagles can dax.,All birds can dax.,eagle,bird,can,1,1
Eagles can wif.,All birds can wif.,eagle,bird,can,1,2
Eagles can blick.,All birds can blick.,eagle,bird,can,1,3
Eagles can gyre.,All birds can gyre.,eagle,bird,can,1,4
Eagles can gimble.,All birds can gimble.,eagle,bird,can,1,5
Eagles can be daxed.,All birds can be daxed.,eagle,bird,can be,2,1
Eagles can be wiffed.,All birds can be wiffed.,eagle,bird,can be,2,2
Eagles can be blicked.,All birds can be blicked.,eagle,bird,can be,2,3
Eagles can be gyred.,All birds can be gyred.,eagle,bird,can be,2,4
Eagles can be gimbled.,All birds can be gimbled.,eagle,bird,can be,2,5
Eagles are beamish.,All birds are beamish.,eagle,bird,are,3,1
Eagles are slithy.,All birds are slithy.,eagle,bird,are,3,2
Eagles are mimsy.,All birds are mimsy.,eagle,bird,are,3,3
Eagles are vorpal.,All birds are vorpal.,eagle,bird,are,3,4
Eagles are frabjous.,All birds are frabjous.,eagle,bird,are,3,5
Eagles use a wug.,All birds use a wug.,eagle,bird,use a,4,1
Eagles use a fep.,All birds use a fep.,eagle,bird,use a,4,2
Eagles use a blicket.,All birds use a blicket.,eagle,bird,use a,4,3
Eagles use a jabberwock.,All birds use a jabberwock.,eagle,bird,use a,4,4
Eagles use a tove.,All birds use a tove.,eagle,bird,use a,4,5
Eagles love wugs.,All birds love wugs.,eagle,bird,love,5,1
Eagles love feps.,All birds love feps.,eagle,bird,love,5,2
Eagles love blickets.,All birds love blickets.,eagle,bird,love,5,3
Eagles love jabberwocks.,All birds love jabberwocks.,eagle,bird,love,5,4
Eagles love toves.,All birds love toves.,eagle,bird,love,5,5
Eagles have wugs.,All birds have wugs.,eagle,bird,have,6,1
Eagles have feps.,All birds have feps.,eagle,bird,have,6,2
Eagles have blickets.,All birds have blickets.,eagle,bird,have,6,3
Eagles have jabberwocks.,All birds have jabberwocks.,eagle,bird,have,6,4
Eagles have toves.,All birds have toves.,eagle,bird,have,6,5
Hummingbirds can dax.,All birds can dax.,hummingbird,bird,can,1,1
Hummingbirds can wif.,All birds can wif.,hummingbird,bird,can,1,2
Hummingbirds can blick.,All birds can blick.,hummingbird,bird,can,1,3
Hummingbirds can gyre.,All birds can gyre.,hummingbird,bird,can,1,4
Hummingbirds can gimble.,All birds can gimble.,hummingbird,bird,can,1,5
Hummingbirds can be daxed.,All birds can be daxed.,hummingbird,bird,can be,2,1
Hummingbirds can be wiffed.,All birds can be wiffed.,hummingbird,bird,can be,2,2
Hummingbirds can be blicked.,All birds can be blicked.,hummingbird,bird,can be,2,3
Hummingbirds can be gyred.,All birds can be gyred.,hummingbird,bird,can be,2,4
Hummingbirds can be gimbled.,All birds can be gimbled.,hummingbird,bird,can be,2,5
Hummingbirds are beamish.,All birds are beamish.,hummingbird,bird,are,3,1
Hummingbirds are slithy.,All birds are slithy.,hummingbird,bird,are,3,2
Hummingbirds are mimsy.,All birds are mimsy.,hummingbird,bird,are,3,3
Hummingbirds are vorpal.,All birds are vorpal.,hummingbird,bird,are,3,4
Hummingbirds are frabjous.,All birds are frabjous.,hummingbird,bird,are,3,5
Hummingbirds use a wug.,All birds use a wug.,hummingbird,bird,use a,4,1
Hummingbirds use a fep.,All birds use a fep.,hummingbird,bird,use a,4,2
Hummingbirds use a blicket.,All birds use a blicket.,hummingbird,bird,use a,4,3
Hummingbirds use a jabberwock.,All birds use a jabberwock.,hummingbird,bird,use a,4,4
Hummingbirds use a tove.,All birds use a tove.,hummingbird,bird,use a,4,5
Hummingbirds love wugs.,All birds love wugs.,hummingbird,bird,love,5,1
Hummingbirds love feps.,All birds love feps.,hummingbird,bird,love,5,2
Hummingbirds love blickets.,All birds love blickets.,hummingbird,bird,love,5,3
Hummingbirds love jabberwocks.,All birds love jabberwocks.,hummingbird,bird,love,5,4
Hummingbirds love toves.,All birds love toves.,hummingbird,bird,love,5,5
Hummingbirds have wugs.,All birds have wugs.,hummingbird,bird,have,6,1
Hummingbirds have feps.,All birds have feps.,hummingbird,bird,have,6,2
Hummingbirds have blickets.,All birds have blickets.,hummingbird,bird,have,6,3
Hummingbirds have jabberwocks.,All birds have jabberwocks.,hummingbird,bird,have,6,4
Hummingbirds have toves.,All birds have toves.,hummingbird,bird,have,6,5
Seagulls can dax.,All birds can dax.,seagull,bird,can,1,1
Seagulls can wif.,All birds can wif.,seagull,bird,can,1,2
Seagulls can blick.,All birds can blick.,seagull,bird,can,1,3
Seagulls can gyre.,All birds can gyre.,seagull,bird,can,1,4
Seagulls can gimble.,All birds can gimble.,seagull,bird,can,1,5
Seagulls can be daxed.,All birds can be daxed.,seagull,bird,can be,2,1
Seagulls can be wiffed.,All birds can be wiffed.,seagull,bird,can be,2,2
Seagulls can be blicked.,All birds can be blicked.,seagull,bird,can be,2,3
Seagulls can be gyred.,All birds can be gyred.,seagull,bird,can be,2,4
Seagulls can be gimbled.,All birds can be gimbled.,seagull,bird,can be,2,5
Seagulls are beamish.,All birds are beamish.,seagull,bird,are,3,1
Seagulls are slithy.,All birds are slithy.,seagull,bird,are,3,2
Seagulls are mimsy.,All birds are mimsy.,seagull,bird,are,3,3
Seagulls are vorpal.,All birds are vorpal.,seagull,bird,are,3,4
Seagulls are frabjous.,All birds are frabjous.,seagull,bird,are,3,5
Seagulls use a wug.,All birds use a wug.,seagull,bird,use a,4,1
Seagulls use a fep.,All birds use a fep.,seagull,bird,use a,4,2
Seagulls use a blicket.,All birds use a blicket.,seagull,bird,use a,4,3
Seagulls use a jabberwock.,All birds use a jabberwock.,seagull,bird,use a,4,4
Seagulls use a tove.,All birds use a tove.,seagull,bird,use a,4,5
Seagulls love wugs.,All birds love wugs.,seagull,bird,love,5,1
Seagulls love feps.,All birds love feps.,seagull,bird,love,5,2
Seagulls love blickets.,All birds love blickets.,seagull,bird,love,5,3
Seagulls love jabberwocks.,All birds love jabberwocks.,seagull,bird,love,5,4
Seagulls love toves.,All birds love toves.,seagull,bird,love,5,5
Seagulls have wugs.,All birds have wugs.,seagull,bird,have,6,1
Seagulls have feps.,All birds have feps.,seagull,bird,have,6,2
Seagulls have blickets.,All birds have blickets.,seagull,bird,have,6,3
Seagulls have jabberwocks.,All birds have jabberwocks.,seagull,bird,have,6,4
Seagulls have toves.,All birds have toves.,seagull,bird,have,6,5
Woodpeckers can dax.,All birds can dax.,woodpecker,bird,can,1,1
Woodpeckers can wif.,All birds can wif.,woodpecker,bird,can,1,2
Woodpeckers can blick.,All birds can blick.,woodpecker,bird,can,1,3
Woodpeckers can gyre.,All birds can gyre.,woodpecker,bird,can,1,4
Woodpeckers can gimble.,All birds can gimble.,woodpecker,bird,can,1,5
Woodpeckers can be daxed.,All birds can be daxed.,woodpecker,bird,can be,2,1
Woodpeckers can be wiffed.,All birds can be wiffed.,woodpecker,bird,can be,2,2
Woodpeckers can be blicked.,All birds can be blicked.,woodpecker,bird,can be,2,3
Woodpeckers can be gyred.,All birds can be gyred.,woodpecker,bird,can be,2,4
Woodpeckers can be gimbled.,All birds can be gimbled.,woodpecker,bird,can be,2,5
Woodpeckers are beamish.,All birds are beamish.,woodpecker,bird,are,3,1
Woodpeckers are slithy.,All birds are slithy.,woodpecker,bird,are,3,2
Woodpeckers are mimsy.,All birds are mimsy.,woodpecker,bird,are,3,3
Woodpeckers are vorpal.,All birds are vorpal.,woodpecker,bird,are,3,4
Woodpeckers are frabjous.,All birds are frabjous.,woodpecker,bird,are,3,5
Woodpeckers use a wug.,All birds use a wug.,woodpecker,bird,use a,4,1
Woodpeckers use a fep.,All birds use a fep.,woodpecker,bird,use a,4,2
Woodpeckers use a blicket.,All birds use a blicket.,woodpecker,bird,use a,4,3
Woodpeckers use a jabberwock.,All birds use a jabberwock.,woodpecker,bird,use a,4,4
Woodpeckers use a tove.,All birds use a tove.,woodpecker,bird,use a,4,5
Woodpeckers love wugs.,All birds love wugs.,woodpecker,bird,love,5,1
Woodpeckers love feps.,All birds love feps.,woodpecker,bird,love,5,2
Woodpeckers love blickets.,All birds love blickets.,woodpecker,bird,love,5,3
Woodpeckers love jabberwocks.,All birds love jabberwocks.,woodpecker,bird,love,5,4
Woodpeckers love toves.,All birds love toves.,woodpecker,bird,love,5,5
Woodpeckers have wugs.,All birds have wugs.,woodpecker,bird,have,6,1
Woodpeckers have feps.,All birds have feps.,woodpecker,bird,have,6,2
Woodpeckers have blickets.,All birds have blickets.,woodpecker,bird,have,6,3
Woodpeckers have jabberwocks.,All birds have jabberwocks.,woodpecker,bird,have,6,4
Woodpeckers have toves.,All birds have toves.,woodpecker,bird,have,6,5
Pigeons can dax.,All birds can dax.,pigeon,bird,can,1,1
Pigeons can wif.,All birds can wif.,pigeon,bird,can,1,2
Pigeons can blick.,All birds can blick.,pigeon,bird,can,1,3
Pigeons can gyre.,All birds can gyre.,pigeon,bird,can,1,4
Pigeons can gimble.,All birds can gimble.,pigeon,bird,can,1,5
Pigeons can be daxed.,All birds can be daxed.,pigeon,bird,can be,2,1
Pigeons can be wiffed.,All birds can be wiffed.,pigeon,bird,can be,2,2
Pigeons can be blicked.,All birds can be blicked.,pigeon,bird,can be,2,3
Pigeons can be gyred.,All birds can be gyred.,pigeon,bird,can be,2,4
Pigeons can be gimbled.,All birds can be gimbled.,pigeon,bird,can be,2,5
Pigeons are beamish.,All birds are beamish.,pigeon,bird,are,3,1
Pigeons are slithy.,All birds are slithy.,pigeon,bird,are,3,2
Pigeons are mimsy.,All birds are mimsy.,pigeon,bird,are,3,3
Pigeons are vorpal.,All birds are vorpal.,pigeon,bird,are,3,4
Pigeons are frabjous.,All birds are frabjous.,pigeon,bird,are,3,5
Pigeons use a wug.,All birds use a wug.,pigeon,bird,use a,4,1
Pigeons use a fep.,All birds use a fep.,pigeon,bird,use a,4,2
Pigeons use a blicket.,All birds use a blicket.,pigeon,bird,use a,4,3
Pigeons use a jabberwock.,All birds use a jabberwock.,pigeon,bird,use a,4,4
Pigeons use a tove.,All birds use a tove.,pigeon,bird,use a,4,5
Pigeons love wugs.,All birds love wugs.,pigeon,bird,love,5,1
Pigeons love feps.,All birds love feps.,pigeon,bird,love,5,2
Pigeons love blickets.,All birds love blickets.,pigeon,bird,love,5,3
Pigeons love jabberwocks.,All birds love jabberwocks.,pigeon,bird,love,5,4
Pigeons love toves.,All birds love toves.,pigeon,bird,love,5,5
Pigeons have wugs.,All birds have wugs.,pigeon,bird,have,6,1
Pigeons have feps.,All birds have feps.,pigeon,bird,have,6,2
Pigeons have blickets.,All birds have blickets.,pigeon,bird,have,6,3
Pigeons have jabberwocks.,All birds have jabberwocks.,pigeon,bird,have,6,4
Pigeons have toves.,All birds have toves.,pigeon,bird,have,6,5
