stimulus,item,category,feature
judo is physical.,judo,sport,1
car racing is physical.,car racing,sport,1
ping pong is physical.,ping pong,sport,1
rowing is physical.,rowing,sport,1
fishing is physical.,fishing,sport,1
horseback riding is physical.,horseback riding,sport,1
running is physical.,running,sport,1
horse racing is physical.,horse racing,sport,1
hiking is physical.,hiking,sport,1
weight lifting is physical.,weight lifting,sport,1
croquet is physical.,croquet,sport,1
horseshoes is physical.,horseshoes,sport,1
boating is physical.,boating,sport,1
pool is physical.,pool,sport,1
billiards is physical.,billiards,sport,1
hunting is physical.,hunting,sport,1
jump rope is physical.,jump rope,sport,1
camping is physical.,camping,sport,1
chess is physical.,chess,sport,1
dancing is physical.,dancing,sport,1
checkers is physical.,checkers,sport,1
cards is physical.,cards,sport,1
sunbathing is physical.,sunbathing,sport,1
football is connected with the body.,football,sport,2
baseball is connected with the body.,baseball,sport,2
basketball is connected with the body.,basketball,sport,2
tennis is connected with the body.,tennis,sport,2
softball is connected with the body.,softball,sport,2
canoeing is connected with the body.,canoeing,sport,2
handball is connected with the body.,handball,sport,2
rugby is connected with the body.,rugby,sport,2
hockey is connected with the body.,hockey,sport,2
ice hockey is connected with the body.,ice hockey,sport,2
swimming is connected with the body.,swimming,sport,2
track is connected with the body.,track,sport,2
boxing is connected with the body.,boxing,sport,2
volleyball is connected with the body.,volleyball,sport,2
lacrosse is connected with the body.,lacrosse,sport,2
skiing is connected with the body.,skiing,sport,2
golf is connected with the body.,golf,sport,2
polo is connected with the body.,polo,sport,2
surfing is connected with the body.,surfing,sport,2
wrestling is connected with the body.,wrestling,sport,2
gymnastics is connected with the body.,gymnastics,sport,2
cricket is connected with the body.,cricket,sport,2
squash is connected with the body.,squash,sport,2
badminton is connected with the body.,badminton,sport,2
racing is connected with the body.,racing,sport,2
pole vault is connected with the body.,pole vault,sport,2
fencing is connected with the body.,fencing,sport,2
bowling is connected with the body.,bowling,sport,2
water skiing is connected with the body.,water skiing,sport,2
ice skating is connected with the body.,ice skating,sport,2
jai alai is connected with the body.,jai alai,sport,2
skating is connected with the body.,skating,sport,2
skindiving is connected with the body.,skindiving,sport,2
sailing is connected with the body.,sailing,sport,2
diving is connected with the body.,diving,sport,2
archery is connected with the body.,archery,sport,2
judo is connected with the body.,judo,sport,2
car racing is connected with the body.,car racing,sport,2
ping pong is connected with the body.,ping pong,sport,2
rowing is connected with the body.,rowing,sport,2
fishing is connected with the body.,fishing,sport,2
horseback riding is connected with the body.,horseback riding,sport,2
running is connected with the body.,running,sport,2
horse racing is connected with the body.,horse racing,sport,2
hiking is connected with the body.,hiking,sport,2
weight lifting is connected with the body.,weight lifting,sport,2
croquet is connected with the body.,croquet,sport,2
horseshoes is connected with the body.,horseshoes,sport,2
boating is connected with the body.,boating,sport,2
pool is connected with the body.,pool,sport,2
billiards is connected with the body.,billiards,sport,2
hunting is connected with the body.,hunting,sport,2
jump rope is connected with the body.,jump rope,sport,2
camping is connected with the body.,camping,sport,2
chess is connected with the body.,chess,sport,2
dancing is connected with the body.,dancing,sport,2
checkers is connected with the body.,checkers,sport,2
cards is connected with the body.,cards,sport,2
sunbathing is connected with the body.,sunbathing,sport,2
football is a human activity.,football,sport,3
baseball is a human activity.,baseball,sport,3
basketball is a human activity.,basketball,sport,3
tennis is a human activity.,tennis,sport,3
softball is a human activity.,softball,sport,3
canoeing is a human activity.,canoeing,sport,3
handball is a human activity.,handball,sport,3
rugby is a human activity.,rugby,sport,3
hockey is a human activity.,hockey,sport,3
ice hockey is a human activity.,ice hockey,sport,3
swimming is a human activity.,swimming,sport,3
track is a human activity.,track,sport,3
boxing is a human activity.,boxing,sport,3
volleyball is a human activity.,volleyball,sport,3
lacrosse is a human activity.,lacrosse,sport,3
skiing is a human activity.,skiing,sport,3
golf is a human activity.,golf,sport,3
polo is a human activity.,polo,sport,3
surfing is a human activity.,surfing,sport,3
wrestling is a human activity.,wrestling,sport,3
gymnastics is a human activity.,gymnastics,sport,3
cricket is a human activity.,cricket,sport,3
squash is a human activity.,squash,sport,3
badminton is a human activity.,badminton,sport,3
racing is a human activity.,racing,sport,3
pole vault is a human activity.,pole vault,sport,3
fencing is a human activity.,fencing,sport,3
bowling is a human activity.,bowling,sport,3
water skiing is a human activity.,water skiing,sport,3
ice skating is a human activity.,ice skating,sport,3
jai alai is a human activity.,jai alai,sport,3
skating is a human activity.,skating,sport,3
skindiving is a human activity.,skindiving,sport,3
sailing is a human activity.,sailing,sport,3
diving is a human activity.,diving,sport,3
archery is a human activity.,archery,sport,3
judo is a human activity.,judo,sport,3
car racing is a human activity.,car racing,sport,3
ping pong is a human activity.,ping pong,sport,3
rowing is a human activity.,rowing,sport,3
fishing is a human activity.,fishing,sport,3
horseback riding is a human activity.,horseback riding,sport,3
running is a human activity.,running,sport,3
horse racing is a human activity.,horse racing,sport,3
hiking is a human activity.,hiking,sport,3
weight lifting is a human activity.,weight lifting,sport,3
croquet is a human activity.,croquet,sport,3
horseshoes is a human activity.,horseshoes,sport,3
boating is a human activity.,boating,sport,3
pool is a human activity.,pool,sport,3
billiards is a human activity.,billiards,sport,3
hunting is a human activity.,hunting,sport,3
jump rope is a human activity.,jump rope,sport,3
camping is a human activity.,camping,sport,3
chess is a human activity.,chess,sport,3
dancing is a human activity.,dancing,sport,3
checkers is a human activity.,checkers,sport,3
cards is a human activity.,cards,sport,3
sunbathing is a human activity.,sunbathing,sport,3
football is a pastime.,football,sport,4
baseball is a pastime.,baseball,sport,4
basketball is a pastime.,basketball,sport,4
tennis is a pastime.,tennis,sport,4
softball is a pastime.,softball,sport,4
canoeing is a pastime.,canoeing,sport,4
handball is a pastime.,handball,sport,4
rugby is a pastime.,rugby,sport,4
hockey is a pastime.,hockey,sport,4
ice hockey is a pastime.,ice hockey,sport,4
swimming is a pastime.,swimming,sport,4
track is a pastime.,track,sport,4
boxing is a pastime.,boxing,sport,4
volleyball is a pastime.,volleyball,sport,4
lacrosse is a pastime.,lacrosse,sport,4
skiing is a pastime.,skiing,sport,4
golf is a pastime.,golf,sport,4
polo is a pastime.,polo,sport,4
surfing is a pastime.,surfing,sport,4
wrestling is a pastime.,wrestling,sport,4
gymnastics is a pastime.,gymnastics,sport,4
cricket is a pastime.,cricket,sport,4
squash is a pastime.,squash,sport,4
badminton is a pastime.,badminton,sport,4
racing is a pastime.,racing,sport,4
pole vault is a pastime.,pole vault,sport,4
fencing is a pastime.,fencing,sport,4
bowling is a pastime.,bowling,sport,4
water skiing is a pastime.,water skiing,sport,4
ice skating is a pastime.,ice skating,sport,4
jai alai is a pastime.,jai alai,sport,4
skating is a pastime.,skating,sport,4
skindiving is a pastime.,skindiving,sport,4
sailing is a pastime.,sailing,sport,4
diving is a pastime.,diving,sport,4
archery is a pastime.,archery,sport,4
judo is a pastime.,judo,sport,4
car racing is a pastime.,car racing,sport,4
ping pong is a pastime.,ping pong,sport,4
rowing is a pastime.,rowing,sport,4
fishing is a pastime.,fishing,sport,4
horseback riding is a pastime.,horseback riding,sport,4
running is a pastime.,running,sport,4
horse racing is a pastime.,horse racing,sport,4
hiking is a pastime.,hiking,sport,4
weight lifting is a pastime.,weight lifting,sport,4
croquet is a pastime.,croquet,sport,4
horseshoes is a pastime.,horseshoes,sport,4
boating is a pastime.,boating,sport,4
pool is a pastime.,pool,sport,4
billiards is a pastime.,billiards,sport,4
hunting is a pastime.,hunting,sport,4
jump rope is a pastime.,jump rope,sport,4
camping is a pastime.,camping,sport,4
chess is a pastime.,chess,sport,4
dancing is a pastime.,dancing,sport,4
checkers is a pastime.,checkers,sport,4
cards is a pastime.,cards,sport,4
sunbathing is a pastime.,sunbathing,sport,4
football is a recreation.,football,sport,5
baseball is a recreation.,baseball,sport,5
basketball is a recreation.,basketball,sport,5
tennis is a recreation.,tennis,sport,5
softball is a recreation.,softball,sport,5
canoeing is a recreation.,canoeing,sport,5
handball is a recreation.,handball,sport,5
rugby is a recreation.,rugby,sport,5
hockey is a recreation.,hockey,sport,5
ice hockey is a recreation.,ice hockey,sport,5
swimming is a recreation.,swimming,sport,5
track is a recreation.,track,sport,5
boxing is a recreation.,boxing,sport,5
volleyball is a recreation.,volleyball,sport,5
lacrosse is a recreation.,lacrosse,sport,5
skiing is a recreation.,skiing,sport,5
golf is a recreation.,golf,sport,5
polo is a recreation.,polo,sport,5
surfing is a recreation.,surfing,sport,5
wrestling is a recreation.,wrestling,sport,5
gymnastics is a recreation.,gymnastics,sport,5
cricket is a recreation.,cricket,sport,5
squash is a recreation.,squash,sport,5
badminton is a recreation.,badminton,sport,5
racing is a recreation.,racing,sport,5
pole vault is a recreation.,pole vault,sport,5
fencing is a recreation.,fencing,sport,5
bowling is a recreation.,bowling,sport,5
water skiing is a recreation.,water skiing,sport,5
ice skating is a recreation.,ice skating,sport,5
jai alai is a recreation.,jai alai,sport,5
skating is a recreation.,skating,sport,5
skindiving is a recreation.,skindiving,sport,5
sailing is a recreation.,sailing,sport,5
diving is a recreation.,diving,sport,5
archery is a recreation.,archery,sport,5
judo is a recreation.,judo,sport,5
car racing is a recreation.,car racing,sport,5
ping pong is a recreation.,ping pong,sport,5
rowing is a recreation.,rowing,sport,5
fishing is a recreation.,fishing,sport,5
horseback riding is a recreation.,horseback riding,sport,5
running is a recreation.,running,sport,5
horse racing is a recreation.,horse racing,sport,5
hiking is a recreation.,hiking,sport,5
weight lifting is a recreation.,weight lifting,sport,5
croquet is a recreation.,croquet,sport,5
horseshoes is a recreation.,horseshoes,sport,5
boating is a recreation.,boating,sport,5
pool is a recreation.,pool,sport,5
billiards is a recreation.,billiards,sport,5
hunting is a recreation.,hunting,sport,5
jump rope is a recreation.,jump rope,sport,5
camping is a recreation.,camping,sport,5
chess is a recreation.,chess,sport,5
dancing is a recreation.,dancing,sport,5
checkers is a recreation.,checkers,sport,5
cards is a recreation.,cards,sport,5
sunbathing is a recreation.,sunbathing,sport,5
football is done for leisure.,football,sport,6
baseball is done for leisure.,baseball,sport,6
basketball is done for leisure.,basketball,sport,6
tennis is done for leisure.,tennis,sport,6
softball is done for leisure.,softball,sport,6
canoeing is done for leisure.,canoeing,sport,6
handball is done for leisure.,handball,sport,6
rugby is done for leisure.,rugby,sport,6
hockey is done for leisure.,hockey,sport,6
ice hockey is done for leisure.,ice hockey,sport,6
swimming is done for leisure.,swimming,sport,6
track is done for leisure.,track,sport,6
boxing is done for leisure.,boxing,sport,6
volleyball is done for leisure.,volleyball,sport,6
lacrosse is done for leisure.,lacrosse,sport,6
skiing is done for leisure.,skiing,sport,6
golf is done for leisure.,golf,sport,6
polo is done for leisure.,polo,sport,6
surfing is done for leisure.,surfing,sport,6
wrestling is done for leisure.,wrestling,sport,6
gymnastics is done for leisure.,gymnastics,sport,6
cricket is done for leisure.,cricket,sport,6
squash is done for leisure.,squash,sport,6
badminton is done for leisure.,badminton,sport,6
racing is done for leisure.,racing,sport,6
pole vault is done for leisure.,pole vault,sport,6
fencing is done for leisure.,fencing,sport,6
bowling is done for leisure.,bowling,sport,6
water skiing is done for leisure.,water skiing,sport,6
ice skating is done for leisure.,ice skating,sport,6
jai alai is done for leisure.,jai alai,sport,6
skating is done for leisure.,skating,sport,6
skindiving is done for leisure.,skindiving,sport,6
sailing is done for leisure.,sailing,sport,6
diving is done for leisure.,diving,sport,6
archery is done for leisure.,archery,sport,6
judo is done for leisure.,judo,sport,6
car racing is done for leisure.,car racing,sport,6
ping pong is done for leisure.,ping pong,sport,6
rowing is done for leisure.,rowing,sport,6
fishing is done for leisure.,fishing,sport,6
horseback riding is done for leisure.,horseback riding,sport,6
running is done for leisure.,running,sport,6
horse racing is done for leisure.,horse racing,sport,6
hiking is done for leisure.,hiking,sport,6
weight lifting is done for leisure.,weight lifting,sport,6
croquet is done for leisure.,croquet,sport,6
horseshoes is done for leisure.,horseshoes,sport,6
boating is done for leisure.,boating,sport,6
pool is done for leisure.,pool,sport,6
billiards is done for leisure.,billiards,sport,6
hunting is done for leisure.,hunting,sport,6
jump rope is done for leisure.,jump rope,sport,6
camping is done for leisure.,camping,sport,6
chess is done for leisure.,chess,sport,6
dancing is done for leisure.,dancing,sport,6
checkers is done for leisure.,checkers,sport,6
cards is done for leisure.,cards,sport,6
sunbathing is done for leisure.,sunbathing,sport,6
football is competitive.,football,sport,7
baseball is competitive.,baseball,sport,7
basketball is competitive.,basketball,sport,7
tennis is competitive.,tennis,sport,7
softball is competitive.,softball,sport,7
canoeing is competitive.,canoeing,sport,7
handball is competitive.,handball,sport,7
rugby is competitive.,rugby,sport,7
hockey is competitive.,hockey,sport,7
ice hockey is competitive.,ice hockey,sport,7
swimming is competitive.,swimming,sport,7
track is competitive.,track,sport,7
boxing is competitive.,boxing,sport,7
volleyball is competitive.,volleyball,sport,7
lacrosse is competitive.,lacrosse,sport,7
skiing is competitive.,skiing,sport,7
golf is competitive.,golf,sport,7
polo is competitive.,polo,sport,7
surfing is competitive.,surfing,sport,7
wrestling is competitive.,wrestling,sport,7
gymnastics is competitive.,gymnastics,sport,7
cricket is competitive.,cricket,sport,7
squash is competitive.,squash,sport,7
badminton is competitive.,badminton,sport,7
racing is competitive.,racing,sport,7
pole vault is competitive.,pole vault,sport,7
fencing is competitive.,fencing,sport,7
bowling is competitive.,bowling,sport,7
water skiing is competitive.,water skiing,sport,7
ice skating is competitive.,ice skating,sport,7
jai alai is competitive.,jai alai,sport,7
skating is competitive.,skating,sport,7
skindiving is competitive.,skindiving,sport,7
sailing is competitive.,sailing,sport,7
diving is competitive.,diving,sport,7
archery is competitive.,archery,sport,7
judo is competitive.,judo,sport,7
car racing is competitive.,car racing,sport,7
ping pong is competitive.,ping pong,sport,7
rowing is competitive.,rowing,sport,7
fishing is competitive.,fishing,sport,7
horseback riding is competitive.,horseback riding,sport,7
running is competitive.,running,sport,7
horse racing is competitive.,horse racing,sport,7
hiking is competitive.,hiking,sport,7
weight lifting is competitive.,weight lifting,sport,7
croquet is competitive.,croquet,sport,7
horseshoes is competitive.,horseshoes,sport,7
