premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Doves have toves.,All birds have toves.,dove,bird,have,Doves,birds,6,5,-18.19535183906555,-16.69580078125,0,5gram
Larks can dax.,All birds can dax.,lark,bird,can,Larks,birds,1,1,-18.334161639213562,-17.7723445892334,0,5gram
Larks can wif.,All birds can wif.,lark,bird,can,Larks,birds,1,2,-19.637741923332214,-19.075925827026367,0,5gram
Larks can blick.,All birds can blick.,lark,bird,can,Larks,birds,1,3,-18.524735689163208,-17.962919235229492,0,5gram
Larks can gyre.,All birds can gyre.,lark,bird,can,Larks,birds,1,4,-18.592257022857666,-18.030441284179688,0,5gram
Larks can gimble.,All birds can gimble.,lark,bird,can,Larks,birds,1,5,-19.637741923332214,-19.075925827026367,0,5gram
Larks can be daxed.,All birds can be daxed.,lark,bird,can be,Larks,birds,2,1,-20.459582567214966,-19.89776611328125,0,5gram
Larks can be wiffed.,All birds can be wiffed.,lark,bird,can be,Larks,birds,2,2,-20.459582567214966,-19.89776611328125,0,5gram
Larks can be blicked.,All birds can be blicked.,lark,bird,can be,Larks,birds,2,3,-20.459582567214966,-19.89776611328125,0,5gram
Larks can be gyred.,All birds can be gyred.,lark,bird,can be,Larks,birds,2,4,-20.459582567214966,-19.89776611328125,0,5gram
Larks can be gimbled.,All birds can be gimbled.,lark,bird,can be,Larks,birds,2,5,-20.459582567214966,-19.89776611328125,0,5gram
Larks are beamish.,All birds are beamish.,lark,bird,are,Larks,birds,3,1,-16.942734599113464,-16.001476287841797,0,5gram
Larks are slithy.,All birds are slithy.,lark,bird,are,Larks,birds,3,2,-18.122918844223022,-17.18166160583496,0,5gram
Larks are mimsy.,All birds are mimsy.,lark,bird,are,Larks,birds,3,3,-18.122918844223022,-17.18166160583496,0,5gram
Larks are vorpal.,All birds are vorpal.,lark,bird,are,Larks,birds,3,4,-18.122918844223022,-17.18166160583496,0,5gram
Larks are frabjous.,All birds are frabjous.,lark,bird,are,Larks,birds,3,5,-18.122918844223022,-17.18166160583496,0,5gram
Larks use a wug.,All birds use a wug.,lark,bird,use a,Larks,birds,4,1,-20.422101974487305,-19.86028480529785,0,5gram
Larks use a fep.,All birds use a fep.,lark,bird,use a,Larks,birds,4,2,-19.288147807121277,-18.72633171081543,0,5gram
Larks use a blicket.,All birds use a blicket.,lark,bird,use a,Larks,birds,4,3,-20.422101974487305,-19.86028480529785,0,5gram
Larks use a jabberwock.,All birds use a jabberwock.,lark,bird,use a,Larks,birds,4,4,-19.438544392585754,-18.87672996520996,0,5gram
Larks use a tove.,All birds use a tove.,lark,bird,use a,Larks,birds,4,5,-19.74299132823944,-19.181175231933594,0,5gram
Larks love wugs.,All birds love wugs.,lark,bird,love,Larks,birds,5,1,-20.0343519449234,-19.472536087036133,0,5gram
Larks love feps.,All birds love feps.,lark,bird,love,Larks,birds,5,2,-20.0343519449234,-19.472536087036133,0,5gram
Larks love blickets.,All birds love blickets.,lark,bird,love,Larks,birds,5,3,-20.0343519449234,-19.472536087036133,0,5gram
Larks love jabberwocks.,All birds love jabberwocks.,lark,bird,love,Larks,birds,5,4,-20.0343519449234,-19.472536087036133,0,5gram
Larks love toves.,All birds love toves.,lark,bird,love,Larks,birds,5,5,-20.0343519449234,-19.472536087036133,0,5gram
Larks have wugs.,All birds have wugs.,lark,bird,have,Larks,birds,6,1,-18.19535183906555,-16.69580078125,0,5gram
Larks have feps.,All birds have feps.,lark,bird,have,Larks,birds,6,2,-18.19535183906555,-16.69580078125,0,5gram
Larks have blickets.,All birds have blickets.,lark,bird,have,Larks,birds,6,3,-18.19535183906555,-16.69580078125,0,5gram
Larks have jabberwocks.,All birds have jabberwocks.,lark,bird,have,Larks,birds,6,4,-18.19535183906555,-16.69580078125,0,5gram
Larks have toves.,All birds have toves.,lark,bird,have,Larks,birds,6,5,-18.19535183906555,-16.69580078125,0,5gram
Swallows can dax.,All birds can dax.,swallow,bird,can,Swallows,birds,1,1,-18.334161639213562,-17.7723445892334,0,5gram
Swallows can wif.,All birds can wif.,swallow,bird,can,Swallows,birds,1,2,-19.637741923332214,-19.075925827026367,0,5gram
Swallows can blick.,All birds can blick.,swallow,bird,can,Swallows,birds,1,3,-18.524735689163208,-17.962919235229492,0,5gram
Swallows can gyre.,All birds can gyre.,swallow,bird,can,Swallows,birds,1,4,-18.592257022857666,-18.030441284179688,0,5gram
Swallows can gimble.,All birds can gimble.,swallow,bird,can,Swallows,birds,1,5,-19.637741923332214,-19.075925827026367,0,5gram
Swallows can be daxed.,All birds can be daxed.,swallow,bird,can be,Swallows,birds,2,1,-20.459582567214966,-19.89776611328125,0,5gram
Swallows can be wiffed.,All birds can be wiffed.,swallow,bird,can be,Swallows,birds,2,2,-20.459582567214966,-19.89776611328125,0,5gram
Swallows can be blicked.,All birds can be blicked.,swallow,bird,can be,Swallows,birds,2,3,-20.459582567214966,-19.89776611328125,0,5gram
Swallows can be gyred.,All birds can be gyred.,swallow,bird,can be,Swallows,birds,2,4,-20.459582567214966,-19.89776611328125,0,5gram
Swallows can be gimbled.,All birds can be gimbled.,swallow,bird,can be,Swallows,birds,2,5,-20.459582567214966,-19.89776611328125,0,5gram
Swallows are beamish.,All birds are beamish.,swallow,bird,are,Swallows,birds,3,1,-16.942734599113464,-16.001476287841797,0,5gram
Swallows are slithy.,All birds are slithy.,swallow,bird,are,Swallows,birds,3,2,-18.122918844223022,-17.18166160583496,0,5gram
Swallows are mimsy.,All birds are mimsy.,swallow,bird,are,Swallows,birds,3,3,-18.122918844223022,-17.18166160583496,0,5gram
Swallows are vorpal.,All birds are vorpal.,swallow,bird,are,Swallows,birds,3,4,-18.122918844223022,-17.18166160583496,0,5gram
Swallows are frabjous.,All birds are frabjous.,swallow,bird,are,Swallows,birds,3,5,-18.122918844223022,-17.18166160583496,0,5gram
Swallows use a wug.,All birds use a wug.,swallow,bird,use a,Swallows,birds,4,1,-20.422101974487305,-19.86028480529785,0,5gram
Swallows use a fep.,All birds use a fep.,swallow,bird,use a,Swallows,birds,4,2,-19.288147807121277,-18.72633171081543,0,5gram
Swallows use a blicket.,All birds use a blicket.,swallow,bird,use a,Swallows,birds,4,3,-20.422101974487305,-19.86028480529785,0,5gram
Swallows use a jabberwock.,All birds use a jabberwock.,swallow,bird,use a,Swallows,birds,4,4,-19.438544392585754,-18.87672996520996,0,5gram
Swallows use a tove.,All birds use a tove.,swallow,bird,use a,Swallows,birds,4,5,-19.74299132823944,-19.181175231933594,0,5gram
Swallows love wugs.,All birds love wugs.,swallow,bird,love,Swallows,birds,5,1,-20.0343519449234,-19.472536087036133,0,5gram
Swallows love feps.,All birds love feps.,swallow,bird,love,Swallows,birds,5,2,-20.0343519449234,-19.472536087036133,0,5gram
Swallows love blickets.,All birds love blickets.,swallow,bird,love,Swallows,birds,5,3,-20.0343519449234,-19.472536087036133,0,5gram
Swallows love jabberwocks.,All birds love jabberwocks.,swallow,bird,love,Swallows,birds,5,4,-20.0343519449234,-19.472536087036133,0,5gram
Swallows love toves.,All birds love toves.,swallow,bird,love,Swallows,birds,5,5,-20.0343519449234,-19.472536087036133,0,5gram
Swallows have wugs.,All birds have wugs.,swallow,bird,have,Swallows,birds,6,1,-18.19535183906555,-16.69580078125,0,5gram
Swallows have feps.,All birds have feps.,swallow,bird,have,Swallows,birds,6,2,-18.19535183906555,-16.69580078125,0,5gram
Swallows have blickets.,All birds have blickets.,swallow,bird,have,Swallows,birds,6,3,-18.19535183906555,-16.69580078125,0,5gram
Swallows have jabberwocks.,All birds have jabberwocks.,swallow,bird,have,Swallows,birds,6,4,-18.19535183906555,-16.69580078125,0,5gram
Swallows have toves.,All birds have toves.,swallow,bird,have,Swallows,birds,6,5,-18.19535183906555,-16.69580078125,0,5gram
Parakeets can dax.,All birds can dax.,parakeet,bird,can,Parakeets,birds,1,1,-18.334161639213562,-17.7723445892334,0,5gram
Parakeets can wif.,All birds can wif.,parakeet,bird,can,Parakeets,birds,1,2,-19.637741923332214,-19.075925827026367,0,5gram
Parakeets can blick.,All birds can blick.,parakeet,bird,can,Parakeets,birds,1,3,-18.524735689163208,-17.962919235229492,0,5gram
Parakeets can gyre.,All birds can gyre.,parakeet,bird,can,Parakeets,birds,1,4,-18.592257022857666,-18.030441284179688,0,5gram
Parakeets can gimble.,All birds can gimble.,parakeet,bird,can,Parakeets,birds,1,5,-19.637741923332214,-19.075925827026367,0,5gram
Parakeets can be daxed.,All birds can be daxed.,parakeet,bird,can be,Parakeets,birds,2,1,-20.459582567214966,-19.89776611328125,0,5gram
Parakeets can be wiffed.,All birds can be wiffed.,parakeet,bird,can be,Parakeets,birds,2,2,-20.459582567214966,-19.89776611328125,0,5gram
Parakeets can be blicked.,All birds can be blicked.,parakeet,bird,can be,Parakeets,birds,2,3,-20.459582567214966,-19.89776611328125,0,5gram
Parakeets can be gyred.,All birds can be gyred.,parakeet,bird,can be,Parakeets,birds,2,4,-20.459582567214966,-19.89776611328125,0,5gram
Parakeets can be gimbled.,All birds can be gimbled.,parakeet,bird,can be,Parakeets,birds,2,5,-20.459582567214966,-19.89776611328125,0,5gram
Parakeets are beamish.,All birds are beamish.,parakeet,bird,are,Parakeets,birds,3,1,-16.942734599113464,-16.001476287841797,0,5gram
Parakeets are slithy.,All birds are slithy.,parakeet,bird,are,Parakeets,birds,3,2,-18.122918844223022,-17.18166160583496,0,5gram
Parakeets are mimsy.,All birds are mimsy.,parakeet,bird,are,Parakeets,birds,3,3,-18.122918844223022,-17.18166160583496,0,5gram
Parakeets are vorpal.,All birds are vorpal.,parakeet,bird,are,Parakeets,birds,3,4,-18.122918844223022,-17.18166160583496,0,5gram
Parakeets are frabjous.,All birds are frabjous.,parakeet,bird,are,Parakeets,birds,3,5,-18.122918844223022,-17.18166160583496,0,5gram
Parakeets use a wug.,All birds use a wug.,parakeet,bird,use a,Parakeets,birds,4,1,-20.422101974487305,-19.86028480529785,0,5gram
Parakeets use a fep.,All birds use a fep.,parakeet,bird,use a,Parakeets,birds,4,2,-19.288147807121277,-18.72633171081543,0,5gram
Parakeets use a blicket.,All birds use a blicket.,parakeet,bird,use a,Parakeets,birds,4,3,-20.422101974487305,-19.86028480529785,0,5gram
Parakeets use a jabberwock.,All birds use a jabberwock.,parakeet,bird,use a,Parakeets,birds,4,4,-19.438544392585754,-18.87672996520996,0,5gram
Parakeets use a tove.,All birds use a tove.,parakeet,bird,use a,Parakeets,birds,4,5,-19.74299132823944,-19.181175231933594,0,5gram
Parakeets love wugs.,All birds love wugs.,parakeet,bird,love,Parakeets,birds,5,1,-20.0343519449234,-19.472536087036133,0,5gram
Parakeets love feps.,All birds love feps.,parakeet,bird,love,Parakeets,birds,5,2,-20.0343519449234,-19.472536087036133,0,5gram
Parakeets love blickets.,All birds love blickets.,parakeet,bird,love,Parakeets,birds,5,3,-20.0343519449234,-19.472536087036133,0,5gram
Parakeets love jabberwocks.,All birds love jabberwocks.,parakeet,bird,love,Parakeets,birds,5,4,-20.0343519449234,-19.472536087036133,0,5gram
Parakeets love toves.,All birds love toves.,parakeet,bird,love,Parakeets,birds,5,5,-20.0343519449234,-19.472536087036133,0,5gram
Parakeets have wugs.,All birds have wugs.,parakeet,bird,have,Parakeets,birds,6,1,-18.19535183906555,-16.69580078125,0,5gram
Parakeets have feps.,All birds have feps.,parakeet,bird,have,Parakeets,birds,6,2,-18.19535183906555,-16.69580078125,0,5gram
Parakeets have blickets.,All birds have blickets.,parakeet,bird,have,Parakeets,birds,6,3,-18.19535183906555,-16.69580078125,0,5gram
Parakeets have jabberwocks.,All birds have jabberwocks.,parakeet,bird,have,Parakeets,birds,6,4,-18.19535183906555,-16.69580078125,0,5gram
Parakeets have toves.,All birds have toves.,parakeet,bird,have,Parakeets,birds,6,5,-18.19535183906555,-16.69580078125,0,5gram
Orioles can dax.,All birds can dax.,oriole,bird,can,Orioles,birds,1,1,-18.334161639213562,-17.7723445892334,0,5gram
Orioles can wif.,All birds can wif.,oriole,bird,can,Orioles,birds,1,2,-19.637741923332214,-19.075925827026367,0,5gram
Orioles can blick.,All birds can blick.,oriole,bird,can,Orioles,birds,1,3,-18.524735689163208,-17.962919235229492,0,5gram
Orioles can gyre.,All birds can gyre.,oriole,bird,can,Orioles,birds,1,4,-18.592257022857666,-18.030441284179688,0,5gram
Orioles can gimble.,All birds can gimble.,oriole,bird,can,Orioles,birds,1,5,-19.637741923332214,-19.075925827026367,0,5gram
Orioles can be daxed.,All birds can be daxed.,oriole,bird,can be,Orioles,birds,2,1,-20.459582567214966,-19.89776611328125,0,5gram
Orioles can be wiffed.,All birds can be wiffed.,oriole,bird,can be,Orioles,birds,2,2,-20.459582567214966,-19.89776611328125,0,5gram
Orioles can be blicked.,All birds can be blicked.,oriole,bird,can be,Orioles,birds,2,3,-20.459582567214966,-19.89776611328125,0,5gram
Orioles can be gyred.,All birds can be gyred.,oriole,bird,can be,Orioles,birds,2,4,-20.459582567214966,-19.89776611328125,0,5gram
Orioles can be gimbled.,All birds can be gimbled.,oriole,bird,can be,Orioles,birds,2,5,-20.459582567214966,-19.89776611328125,0,5gram
Orioles are beamish.,All birds are beamish.,oriole,bird,are,Orioles,birds,3,1,-16.942734599113464,-16.001476287841797,0,5gram
Orioles are slithy.,All birds are slithy.,oriole,bird,are,Orioles,birds,3,2,-18.122918844223022,-17.18166160583496,0,5gram
Orioles are mimsy.,All birds are mimsy.,oriole,bird,are,Orioles,birds,3,3,-18.122918844223022,-17.18166160583496,0,5gram
Orioles are vorpal.,All birds are vorpal.,oriole,bird,are,Orioles,birds,3,4,-18.122918844223022,-17.18166160583496,0,5gram
Orioles are frabjous.,All birds are frabjous.,oriole,bird,are,Orioles,birds,3,5,-18.122918844223022,-17.18166160583496,0,5gram
Orioles use a wug.,All birds use a wug.,oriole,bird,use a,Orioles,birds,4,1,-20.422101974487305,-19.86028480529785,0,5gram
Orioles use a fep.,All birds use a fep.,oriole,bird,use a,Orioles,birds,4,2,-19.288147807121277,-18.72633171081543,0,5gram
Orioles use a blicket.,All birds use a blicket.,oriole,bird,use a,Orioles,birds,4,3,-20.422101974487305,-19.86028480529785,0,5gram
Orioles use a jabberwock.,All birds use a jabberwock.,oriole,bird,use a,Orioles,birds,4,4,-19.438544392585754,-18.87672996520996,0,5gram
Orioles use a tove.,All birds use a tove.,oriole,bird,use a,Orioles,birds,4,5,-19.74299132823944,-19.181175231933594,0,5gram
Orioles love wugs.,All birds love wugs.,oriole,bird,love,Orioles,birds,5,1,-20.0343519449234,-19.472536087036133,0,5gram
Orioles love feps.,All birds love feps.,oriole,bird,love,Orioles,birds,5,2,-20.0343519449234,-19.472536087036133,0,5gram
Orioles love blickets.,All birds love blickets.,oriole,bird,love,Orioles,birds,5,3,-20.0343519449234,-19.472536087036133,0,5gram
Orioles love jabberwocks.,All birds love jabberwocks.,oriole,bird,love,Orioles,birds,5,4,-20.0343519449234,-19.472536087036133,0,5gram
Orioles love toves.,All birds love toves.,oriole,bird,love,Orioles,birds,5,5,-20.0343519449234,-19.472536087036133,0,5gram
Orioles have wugs.,All birds have wugs.,oriole,bird,have,Orioles,birds,6,1,-18.19535183906555,-16.69580078125,0,5gram
Orioles have feps.,All birds have feps.,oriole,bird,have,Orioles,birds,6,2,-18.19535183906555,-16.69580078125,0,5gram
Orioles have blickets.,All birds have blickets.,oriole,bird,have,Orioles,birds,6,3,-18.19535183906555,-16.69580078125,0,5gram
Orioles have jabberwocks.,All birds have jabberwocks.,oriole,bird,have,Orioles,birds,6,4,-18.19535183906555,-16.69580078125,0,5gram
Orioles have toves.,All birds have toves.,oriole,bird,have,Orioles,birds,6,5,-18.19535183906555,-16.69580078125,0,5gram
Mockingbirds can dax.,All birds can dax.,mockingbird,bird,can,Mockingbirds,birds,1,1,-18.334161639213562,-17.7723445892334,0,5gram
Mockingbirds can wif.,All birds can wif.,mockingbird,bird,can,Mockingbirds,birds,1,2,-19.637741923332214,-19.075925827026367,0,5gram
Mockingbirds can blick.,All birds can blick.,mockingbird,bird,can,Mockingbirds,birds,1,3,-18.524735689163208,-17.962919235229492,0,5gram
Mockingbirds can gyre.,All birds can gyre.,mockingbird,bird,can,Mockingbirds,birds,1,4,-18.592257022857666,-18.030441284179688,0,5gram
Mockingbirds can gimble.,All birds can gimble.,mockingbird,bird,can,Mockingbirds,birds,1,5,-19.637741923332214,-19.075925827026367,0,5gram
Mockingbirds can be daxed.,All birds can be daxed.,mockingbird,bird,can be,Mockingbirds,birds,2,1,-20.459582567214966,-19.89776611328125,0,5gram
Mockingbirds can be wiffed.,All birds can be wiffed.,mockingbird,bird,can be,Mockingbirds,birds,2,2,-20.459582567214966,-19.89776611328125,0,5gram
Mockingbirds can be blicked.,All birds can be blicked.,mockingbird,bird,can be,Mockingbirds,birds,2,3,-20.459582567214966,-19.89776611328125,0,5gram
Mockingbirds can be gyred.,All birds can be gyred.,mockingbird,bird,can be,Mockingbirds,birds,2,4,-20.459582567214966,-19.89776611328125,0,5gram
Mockingbirds can be gimbled.,All birds can be gimbled.,mockingbird,bird,can be,Mockingbirds,birds,2,5,-20.459582567214966,-19.89776611328125,0,5gram
Mockingbirds are beamish.,All birds are beamish.,mockingbird,bird,are,Mockingbirds,birds,3,1,-16.942734599113464,-16.001476287841797,0,5gram
Mockingbirds are slithy.,All birds are slithy.,mockingbird,bird,are,Mockingbirds,birds,3,2,-18.122918844223022,-17.18166160583496,0,5gram
Mockingbirds are mimsy.,All birds are mimsy.,mockingbird,bird,are,Mockingbirds,birds,3,3,-18.122918844223022,-17.18166160583496,0,5gram
Mockingbirds are vorpal.,All birds are vorpal.,mockingbird,bird,are,Mockingbirds,birds,3,4,-18.122918844223022,-17.18166160583496,0,5gram
Mockingbirds are frabjous.,All birds are frabjous.,mockingbird,bird,are,Mockingbirds,birds,3,5,-18.122918844223022,-17.18166160583496,0,5gram
Mockingbirds use a wug.,All birds use a wug.,mockingbird,bird,use a,Mockingbirds,birds,4,1,-20.422101974487305,-19.86028480529785,0,5gram
Mockingbirds use a fep.,All birds use a fep.,mockingbird,bird,use a,Mockingbirds,birds,4,2,-19.288147807121277,-18.72633171081543,0,5gram
Mockingbirds use a blicket.,All birds use a blicket.,mockingbird,bird,use a,Mockingbirds,birds,4,3,-20.422101974487305,-19.86028480529785,0,5gram
Mockingbirds use a jabberwock.,All birds use a jabberwock.,mockingbird,bird,use a,Mockingbirds,birds,4,4,-19.438544392585754,-18.87672996520996,0,5gram
